  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.002375,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.050000,  0.050000, -0.050000,  0.050000,  0.000000
  0.000000,  0.000000,  0.004750,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.100000,  0.100000, -0.100000,  0.100000,  0.000000
  0.000000,  0.000000,  0.007125,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.150000,  0.150000, -0.150000,  0.150000,  0.000000
  0.000000,  0.000000,  0.009500,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.200000,  0.200000, -0.200000,  0.200000,  0.000000
  0.000000,  0.000000,  0.011875,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.250000,  0.250000, -0.250000,  0.250000,  0.000000
  0.000000,  0.000000,  0.014250,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.300000,  0.300000, -0.300000,  0.300000,  0.000000
  0.000000,  0.000000,  0.016625,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.350000,  0.350000, -0.350000,  0.350000,  0.000000
  0.000000,  0.000000,  0.019000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.400000,  0.400000, -0.400000,  0.400000,  0.000000
  0.000000,  0.000000,  0.021375,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.450000,  0.450000, -0.450000,  0.450000,  0.000000
  0.000000,  0.000000,  0.023750,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.500000,  0.500000, -0.500000,  0.500000,  0.000000
  0.000000,  0.000000,  0.026125,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.550000,  0.550000, -0.550000,  0.550000,  0.000000
  0.000000,  0.000000,  0.028500,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.600000,  0.600000, -0.600000,  0.600000,  0.000000
  0.000000,  0.000000,  0.030875,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.650000,  0.650000, -0.650000,  0.650000,  0.000000
  0.000000,  0.000000,  0.033250,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.700000,  0.700000, -0.700000,  0.700000,  0.000000
  0.000000,  0.000000,  0.035625,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.750000,  0.750000, -0.750000,  0.750000,  0.000000
  0.000000,  0.000000,  0.038000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.800000,  0.800000, -0.800000,  0.800000,  0.000000
  0.000000,  0.000000,  0.040375,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.850000,  0.850000, -0.850000,  0.850000,  0.000000
  0.000000,  0.000000,  0.042750,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.900000,  0.900000, -0.900000,  0.900000,  0.000000
  0.000000,  0.000000,  0.045125,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -0.950000,  0.950000, -0.950000,  0.950000,  0.000000
  0.000000,  0.000000,  0.047500,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -1.000000,  1.000000, -1.000000,  1.000000,  0.000000
  0.000000,  0.000000,  0.049875,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -1.050000,  1.050000, -1.050000,  1.050000,  0.000000
  0.000000,  0.000000,  0.052250,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -1.100000,  1.100000, -1.100000,  1.100000,  0.000000
  0.000000,  0.000000,  0.054625,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, -1.150000,  1.150000, -1.150000,  1.150000,  0.000000
